Time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,A85,A86,A87,A88,A89,A90,A91,A92,A93,A94,A95,A96,A97,A98,A99,A100,A101,A102,A103,A104,A105,A106,A107,A108,A109,A110,A111,A112,A113,A114,A115,A116,A117,A118,A119,A120,A121,A122,A123,A124,A125,A126,A127,A128,A129
8/15/20 5:00,15788.79948,15822.35737,14730.46319,15121.28041,11668.2297,11443.07674,11226.71625,11154.79925,16074.5092,13332.68947,12320.46083,11445.9527,13166.65988,15690.97372,12048.88954,11709.50927,9026.993255,11596.99362,11727.9563,,9310.004179,10021.11665,7084.79045,10251.2556,7155.070984,15133.97294,10817.14939,15294.4896,9934.584313,7233.802268,7235.082861,9339.235535,7253.091772,6475.861837,6478.495597,6384.307032,9057.989949,8829.1532,6223.700376,6528.429241,6850.004506,8786.365757,6530.768083,7295.771748,8772.290102,6183.486978,8977.838775,,7212.940116,8494.773148,15265.69992,9347.630334,7293.705162,9061.950682,6539.803982,0.000207218,8778.091971,15811.86644,9158.562076,7064.090374,6415.424975,,11496.96064,11214.92197,5907.477523,5927.029628,4712.296595,10212.21059,4482.905145,4865.963341,4927.714159,4771.466277,4412.491722,4597.133598,,4482.271176,4384.283593,4622.771751,,4475.579641,,10168.10847,,4667.714401,5418.914636,4707.360015,5369.301321,,4872.10965,6376.484497,5675.512704,5.56978E-05,0.001368573,2.95022E-05,5553.336834,5291.045283,0.15715742,4898.825804,4731.798549,4562.616747,,,1628.571143,1872.881807,1678.042029,1161.255208,798.9879878,386.8738554,,,,,,,,,,,,,,,,,,,,,
8/15/20 6:00,15104.27471,15203.50244,14398.46248,14336.45989,11938.37016,11401.52671,11183.24801,11249.07681,15057.68367,12888.26068,11952.89627,11792.13854,12832.26334,14724.17202,12237.61608,11584.61539,8780.760064,11545.87423,11545.71589,,9104.704287,9702.038635,7261.491406,10412.11739,7263.329273,14593.56433,10575.50119,14441.47238,10338.80226,7031.206483,6893.112949,9203.618343,7029.250346,6696.063527,6535.793171,6737.380592,9567.130939,9293.025153,6578.854706,6870.425278,6918.462197,8985.607973,6710.32843,7339.762012,9118.558456,6506.861559,9290.396819,,7277.116957,8879.130672,13897.82418,9455.876519,7389.194298,9790.791684,6671.520364,0.000177582,9060.840084,14662.57275,9654.423301,6849.542893,6694.458752,,11047.85439,10851.9831,5806.727174,5690.482325,4504.593933,10351.29043,4437.862064,5072.557172,4783.714929,4504.73556,4296.82323,4357.26784,,4615.365102,4569.315178,4719.048513,,4380.702098,,10231.93049,,4149.178079,5679.161792,4272.184429,5495.83683,,4756.149081,6116.283929,5608.450573,4.93156E-05,4.30222E-05,2.82222E-05,5292.842541,5317.37666,0.022161402,4739.897199,5015.839582,4868.741973,,,1840.053194,1732.085167,1799.964102,1154.388155,810.4942428,393.8252241,,,,,,,,,,,,,,,,,,,,,
8/15/20 7:00,16309.7281,16365.90453,15982.533,15783.47841,13895.29983,13411.50839,12955.54194,13555.01267,16645.37461,16073.60775,13651.24735,13407.71541,15997.14524,15891.07551,13965.32367,13517.305,11904.50012,14119.42077,13960.53058,,11903.21485,12331.59036,9993.063435,13119.59388,10163.91801,16072.91757,12947.97105,15597.6712,12597.79566,9898.460438,9614.63312,11789.21556,9769.346589,9665.750359,9584.624918,9594.983899,12515.86889,12345.75923,9673.467409,9870.99971,9685.403721,12053.74642,9655.374211,10102.16551,12451.2539,9522.313495,12126.57239,,9833.370799,12040.4304,15452.17199,12345.10043,10200.3458,12435.21009,9629.276853,0.000206276,12168.32348,16002.79682,12589.51878,9239.120424,9723.216095,,13361.62939,13038.74266,6732.564205,6745.497832,5282.12837,12812.25342,5417.015564,6800.571079,5819.955254,5365.311987,5065.603952,5074.055739,,5323.212123,5127.228574,5564.119834,,5320.268189,,12896.88133,,4838.402808,7566.573212,5033.698662,7390.828297,,6646.768582,6859.181797,6412.287391,6.50044E-05,4.32178E-05,3.63378E-05,7074.705225,7155.349976,0.014943373,6658.200778,5464.880434,5433.036312,,,2339.237855,1711.097109,1882.147505,1215.926615,937.0338236,503.0381803,,,,,,,,,,,,,,,,,,,,,
8/15/20 8:00,21724.54162,21855.44254,21186.73079,20957.63733,18863.57821,18871.54829,18472.14925,18761.92988,21609.54317,22540.34849,19209.80915,18554.43225,22804.52448,21181.08677,19214.0379,19046.84799,18186.58623,19139.70326,19047.06687,,18118.91826,18062.21353,14917.62684,18445.10279,15088.55847,21280.72234,18702.1527,20972.66244,18160.64838,15013.6646,14415.50374,18380.48144,14656.86777,13986.73974,13911.47538,13970.87709,17883.71628,17501.7306,14220.38065,13999.15555,14084.77566,17277.51152,13946.72712,14948.27184,17664.99319,13935.886,17332.64681,,14600.27451,17550.95706,21131.43455,17787.34538,15067.83674,17648.90456,14047.88534,0.000196622,17739.33708,21681.2087,17785.23876,13706.36973,13969.30601,,18734.97499,18336.04161,9566.98155,9887.140063,7396.580215,18183.77493,7534.228075,9967.675718,8132.318648,7838.191224,7248.465178,7594.335048,,7428.111361,7203.084883,7760.492085,,7532.7289,,18056.17669,,7395.860094,11091.70499,7463.985185,11002.63121,,9930.2353,9621.434166,8908.603006,6.29778E-05,4.32178E-05,3.22756E-05,10567.8786,10588.47277,0.132109591,10032.40431,6772.578026,6985.991744,,,3136.49257,1936.050756,2057.316846,1312.525702,1111.505715,636.6257971,,,,,,,,,,,,,,,,,,,,,
8/15/20 9:00,29894.2329,30128.41312,29458.81234,29085.74006,25560.33862,25705.60272,25350.32882,25340.68765,29585.5783,30258.48773,25975.42996,25594.82651,30271.20518,29113.43632,25914.10912,26163.22113,25252.7791,26103.77614,25695.45738,,25126.6026,24122.00961,20346.72218,24498.57221,20362.14588,29607.56502,24414.62366,29297.75472,23905.98431,20407.73064,19968.8865,25177.70661,20293.15687,18425.43335,18185.68322,18459.54422,23169.65688,22918.16284,18637.45153,18402.40385,18677.94922,22517.18464,18522.57907,20558.19072,22823.73805,18402.16739,22622.35174,,20080.90167,22866.95539,28736.5019,23387.90113,20573.21119,23385.23835,18308.74257,0.000252764,22954.76831,29571.50109,23372.25136,19043.5359,18260.35795,,25250.95539,24951.7371,13798.64532,13825.46503,10065.86426,24103.34914,10092.43879,13443.43927,11586.99156,11362.52845,9787.839133,10028.68791,,9945.457523,9806.734848,10330.20028,,9930.908199,,23951.47224,,10418.3448,14956.78352,10663.10569,14684.70474,,13624.56847,12877.23442,12450.62882,0.000111849,4.32178E-05,3.21156E-05,14382.43128,14499.2503,4.6652547,13603.63627,8822.495835,8340.252293,,,3562.03064,2237.55773,2320.671264,1648.052834,1199.238234,840.4065493,0.049064144,0.024834953,0.025544102,0.029131636,0.028705049,0.02869544,0.064051549,0.005340193,,0.03849398,0.032808036,0.051406269,0.026220602,0.058993398,0.040109444,0.043776562,0.004722213,0.007397284,0.002447776,0.001131931,0.00032992
8/15/20 10:00,37736.85317,37822.96595,37358.11722,37518.1442,31372.96122,31669.66424,31169.27508,31068.31751,37821.85274,36958.98089,31696.37442,31454.66451,36618.79181,37412.57816,31881.5791,31958.26901,31031.8725,32014.74388,31397.8637,,31001.70957,30344.1804,25341.65894,30540.43062,25348.27026,37680.9692,30611.06692,37289.01111,30024.20704,25816.1921,25201.84759,31081.45477,25559.24517,22417.85528,22048.80537,22484.21712,27353.27811,27258.97838,22381.15346,22425.31278,22848.74446,27126.30804,22437.9811,25585.36558,26922.99681,22358.93871,26887.41539,,25433.91117,27134.32999,37127.89674,27296.30866,25909.87473,27590.62865,22363.38007,0.000229778,27337.66099,37462.8693,27850.06771,23834.56277,22149.53603,,31256.21869,30695.14203,17229.66206,17182.28517,12521.78714,30023.41279,12240.8353,16583.07554,14463.86511,14215.93425,12144.72605,12628.99205,,12433.72131,12270.89752,12746.23247,,12241.48208,,29802.48828,,13116.45343,17622.34764,13249.12148,,,16582.21366,15744.35628,15465.78166,0.000110036,5.67867E-05,0.0001268,17660.80986,17750.40824,9.100026304,16403.60018,10459.70522,9451.849876,,,3977.401219,2704.420655,2653.725496,1941.716723,1458.71913,882.1203329,0.076272938,0.025269427,0.026350776,0.026479089,0.025870153,0.029781731,0.076222478,0.007221811,,0.026534109,0.047510889,0.04900854,0.025280164,0.033508504,0.032494918,0.037745116,0.006093491,0.00636054,0.002931478,0.001264149,0.000223856
8/15/20 11:00,43877.97882,43650.69864,43476.73008,43278.29105,35910.74922,36098.07714,35227.29668,35177.43973,44331.39613,41720.78333,35712.26317,35567.16858,41469.00266,43285.25343,36097.15038,36244.06249,35827.4651,36010.56754,35429.20798,,35751.00831,34595.56551,29358.4717,34824.02743,29543.27738,43725.93767,35045.95327,43412.42193,34583.90597,29728.15854,29196.85161,35783.82143,29773.66068,25273.67786,25060.67613,25518.99746,30509.89717,30052.91135,25290.13301,25311.60231,25720.91692,30351.80196,25129.08495,29322.16959,30159.46298,25261.42059,30135.35895,,29330.02546,30144.70399,43471.80715,30368.15823,29582.86418,30288.13408,25333.35665,0.000321547,30507.31159,43693.54509,30721.59965,27298.11401,25038.51574,,35177.51896,34730.22779,19832.9207,19958.53624,14044.61346,34506.13564,14011.99782,18672.89509,16491.14081,16465.66018,13921.60523,14298.82404,,14043.59721,14074.7744,14460.59588,,13835.55428,,34272.77601,,15123.26614,19770.02476,15228.54767,19584.80587,,18400.86288,17882.73896,17624.28993,0.002879502,5.74244E-05,0.000109582,19621.25259,20089.00754,8.30270034,18475.03238,11709.08705,10290.69893,,,4494.019177,2944.840186,2819.694953,2119.217657,1606.657899,913.1613618,0.112318182,0.023469893,0.023577964,0.023670298,0.022636122,0.023188893,0.059949022,0.008146764,,0.023022669,0.047792673,0.07288296,0.031593307,0.033931733,0.024349471,0.028157711,0.006573358,0.005369309,0.002095958,0.001993236,0.000864578
8/15/20 12:00,48107.3028,48033.98226,47202.55777,47142.97046,38648.17655,38417.71993,38247.72885,37731.00247,48105.95042,,38629.36341,37831.23881,,47427.50107,38755.49459,39005.82942,38392.06188,38704.85052,38663.83816,,38491.5026,37517.53566,32137.9223,37556.2751,32000.31666,47296.1827,37870.94538,47254.35663,37121.90793,32001.70904,31815.51271,38592.57402,32241.45532,27416.91241,27042.51032,27534.03221,32559.54435,31835.09422,27344.82302,27654.64241,27570.90279,31843.99001,27281.68422,31795.49283,32084.27274,27066.3598,32101.86935,,31991.87935,32083.23004,47228.07856,32065.07294,32311.22549,32612.36461,27205.47828,0.001990418,32239.01755,47890.4312,32618.55349,29778.03275,26960.63124,,37913.082,37604.13352,21707.3018,21802.20506,15420.24165,37332.43005,15340.15891,19770.36758,18105.8551,17776.74797,15227.18584,15350.62972,,15497.74394,15131.99869,15387.6126,,14978.23648,,37044.07067,,16581.96888,20989.63226,16585.65535,20888.34786,,19600.17664,19399.43007,18880.68448,0.013640836,0.0000352,0.001544818,21045.35669,21094.89885,8.875270958,19924.21069,12055.47456,10744.37405,,,4711.864793,3187.415996,2749.71527,2120.560926,1626.223316,937.8292125,0.114302864,0.019320144,0.023088267,0.026269202,0.019123331,0.026312691,0.081919369,0.009105358,,0.022869078,0.0415244,0.028376087,0.019978898,0.040630847,0.017842531,0.0212791,0.011840216,0.004353891,0.002798969,0.001485607,0.000999562
8/15/20 13:00,50418.69512,51089.18446,50068.73392,50130.12822,39709.79636,40037.39258,39575.90192,39781.27006,50540.76037,47094.17617,40548.62879,39466.28417,46518.32518,49862.78844,40180.20652,40800.37051,40292.89943,40573.44317,40219.23178,,40527.12748,39523.41358,33952.15046,39738.39093,34106.92852,49541.46443,39905.02117,50074.9805,39330.34523,33837.25298,33868.60694,40346.61981,33950.44551,28611.80657,28533.54783,28816.70504,33500.54154,32949.88385,28668.47857,28929.84301,29049.46818,33384.73331,28604.16498,33772.07989,33398.78819,28302.175,33079.91391,,34024.01173,33206.29476,49865.69381,32827.83395,33782.58972,33850.2059,28510.00906,0.012960427,33165.55201,50504.06507,33579.11722,31323.98059,28452.37441,,39610.7867,39056.70447,22752.3942,22800.91085,16027.17606,39379.42133,15974.12794,20526.83014,18967.79656,18651.51077,15759.66111,16153.45438,,15804.14985,15690.94909,16032.0359,,15570.08071,,39352.17182,,17427.2425,22050.96675,17551.97616,21641.81047,,20392.72544,20125.83799,20126.12624,0.007296142,7.86489E-05,9.35911E-05,22100.02373,22189.71011,8.602348876,20638.91012,12355.38884,11133.21513,,,5058.05726,3322.368255,2751.933496,2214.39301,1652.257407,1041.188058,0.111139373,0.020753071,0.017242416,0.021391609,0.020804711,0.020829729,0.05657192,0.007312849,,0.017403518,0.030564842,0.026739353,0.016601104,0.038574071,0.013465022,0.016028193,0.003006889,0.00546856,0.004101669,0.001095027,0.000370158
8/15/20 14:00,51880.1787,52531.56442,51698.50418,51588.15333,40655.00134,40941.57422,40677.89387,40400.37679,52557.49788,48019.56582,41145.45783,40378.2239,,51685.54847,41249.7117,41109.48773,41052.3365,41369.78996,41323.01872,,41152.30544,40598.52933,34852.89289,40746.1278,34953.18371,51063.56846,40966.53393,51437.75963,40432.73313,35112.79208,34852.25886,41178.25718,34880.14486,29302.54138,29201.61945,29446.16213,34027.12708,33709.51633,29349.27263,29253.91441,29516.00511,33905.67661,29169.29582,34915.3389,33634.01737,29099.6763,33716.28089,,34872.62635,33817.46745,51254.01226,33281.22664,34785.66002,34256.3341,29443.2495,0.015747271,33425.83088,52271.38646,34347.51803,31947.67403,29422.40461,,40790.80184,40027.25618,23350.5534,23460.80901,16361.15419,40512.91671,16172.13894,20735.45301,19066.30176,19258.5296,16122.97152,16459.71488,,16268.85006,16020.99202,16320.27958,,16173.8924,,40457.48769,,17764.44337,22125.69836,17701.50217,22127.51553,,20911.64548,20766.19734,20752.83248,4.46756E-05,0.481500407,0.001189653,22444.21177,22495.41296,8.310274129,21215.04452,12842.17699,11710.01315,,,5232.903964,,2732.240862,2273.370607,1686.729111,1122.290511,0.082768262,0.016681218,0.016883007,0.019205738,0.019274956,0.016283264,0.055494302,0.00660444,,0.023609696,0.020213769,0.029394876,0.011597693,0.031906078,0.008366804,0.011668627,0.003857231,0.011652436,0.002900873,0.001156896,0.000171571
8/15/20 15:00,52518.62282,53093.35829,52128.84794,51987.91474,41341.18012,41528.84152,41076.94216,40823.09719,52722.59874,47576.56742,41413.14496,40621.23296,47569.68422,52155.63575,41347.01003,41976.22206,41187.96301,41673.48241,41769.21582,,41432.2416,40693.32583,35327.25905,41205.30127,35192.00922,52446.41265,41090.87341,52140.23697,40958.5786,35237.19492,34827.17481,41231.43778,35219.43903,28908.01251,29322.86364,29094.53353,34297.72388,33926.07035,29017.87138,29001.73765,29574.60273,34424.45271,29024.54662,35043.94817,33833.57066,28978.86955,34114.08302,,34946.81542,33992.74554,51638.18525,33765.59126,,34571.27237,29218.14842,0.033352871,33998.63134,52804.26283,34745.91283,32015.85689,29108.77521,,41419.1216,40412.04812,23442.42181,23694.46647,16569.17641,40859.68999,16494.88512,20527.12056,19155.21532,19413.41408,16292.70338,16331.91888,,16294.5384,16219.84561,16444.15946,,16154.29752,,41110.95189,,18047.08127,21863.34431,17953.51095,22026.53362,,20722.97161,21082.51192,20977.52282,0.000311947,0.000237156,0.001010898,22131.47257,22417.94978,8.32551052,20640.40628,13248.96402,11585.21878,,,5294.849914,3501.813498,2929.243829,2471.943471,1708.277611,1104.481623,0.080350696,0.016075673,0.015741847,0.015964927,0.015987996,0.016243527,0.058093047,0.007698624,,0.015927084,0.020975711,0.02827418,0.015202376,0.0251658,0.005000904,0.009186384,0.006551882,0.005485671,0.006610171,0.001816129,0.000113698
8/15/20 16:00,52962.65139,53613.09372,52764.39907,52370.99041,41090.29508,41670.01823,41049.40036,41489.28068,53160.30269,47018.58078,41928.30502,40971.9074,46855.09384,52351.53838,41510.74767,42255.78043,41795.99937,42097.91716,42162.79011,,42363.45623,41644.65639,35382.41304,41661.10427,35736.53038,52700.68764,41514.80542,52837.48162,41534.01756,35327.40061,35141.21305,41862.41926,35431.39162,28700.65339,29136.01535,28870.47423,34705.687,34163.85463,28865.10596,29115.9009,29386.23522,34748.20644,28842.19331,35279.89487,34334.94576,28884.90615,34446.55232,,35297.83214,34133.04572,52703.91303,34518.8938,35265.39356,34813.49432,28733.85317,0.014294364,34146.6834,53207.24233,35042.02701,32771.32879,28793.01317,,41972.99752,40463.14639,23562.2627,23743.69946,16525.3818,41675.52799,16620.35024,20401.02403,19401.82365,19312.52269,16466.95254,16672.72515,,16304.66344,16435.04158,16740.83928,,16422.75067,,41291.54621,,18279.37045,21799.30701,17848.917,22208.15244,,20804.26836,21409.67588,20881.8167,4.97689E-05,8.37644E-05,4.84711E-05,21931.66879,22176.72252,8.264648284,20602.77049,13478.50583,11737.49529,,,5280.693272,3543.228298,3053.910814,2536.801064,1731.070868,1140.840832,0.071106133,0.016078809,0.016563429,0.016607211,0.016428636,0.020416922,0.054057931,0.009612509,,0.020463607,0.021929716,0.040188753,0.02632894,0.024815167,0.003472187,0.007062607,0.005605344,0.004072622,0.002789924,0.001306193,1.30622E-05
8/15/20 17:00,53213.73021,53654.09161,53202.91813,52621.9522,41493.29002,41684.89965,40622.67585,41074.84704,52971.50691,47016.41548,41996.65833,40998.06564,47023.96721,52859.73213,41374.10362,41736.04185,41728.91207,41861.15805,41852.2544,,42175.3337,41872.97703,35503.34082,41853.36422,35777.13971,52395.77583,41712.22517,52722.1802,41773.69798,35951.90854,35405.13757,41875.64421,35453.79241,28840.42438,28866.79801,28882.08751,34384.71772,34130.20885,28975.31686,29050.94831,29247.1424,34586.11416,28658.92496,35371.61799,34167.23294,28826.05217,34226.80636,,35704.53541,34206.37212,52494.11151,34361.87445,35591.9627,34722.51372,28726.82117,0.008417458,34186.02442,53448.25115,34843.68562,33182.34666,28584.09829,,41798.04062,40340.63408,23225.43764,23397.01132,16469.53514,41906.81056,16611.47754,20632.36076,19113.33337,19212.72232,16815.59569,16845.92016,,16499.36219,16720.2378,16912.34709,,16288.38554,,41547.75987,,18072.32744,21734.44757,17865.68825,21793.32291,,20891.58044,21124.35148,,0.000711467,7.85956E-05,0.000539476,21920.06936,22068.85437,9.705167276,20493.05043,13610.22747,11667.87893,,,5298.417814,3449.501593,2991.929619,2466.464282,1656.197891,1242.160497,0.07149682,0.017849567,0.018537727,0.021935884,0.018272473,0.021428313,0.041018993,0.004517858,,0.017980536,0.030318384,0.049098511,0.020190393,0.0167507,0.00235306,0.004814311,0.012101164,0.002945758,0.002827011,0.000860078,1.56667E-06
8/15/20 18:00,52826.2282,53401.05151,52570.47204,52621.10693,40799.631,41200.93348,40493.00994,40776.52013,52775.15096,47446.6737,41457.53403,40313.06353,47433.99978,52204.19712,41153.4402,41435.89866,40979.64633,41383.29758,41279.7549,,41147.89008,40997.18074,34754.01952,40640.51658,34834.92213,52219.20066,41016.79937,52737.27651,41195.70945,35003.78119,34533.41549,40943.48464,34961.53901,28975.56862,29213.27485,29245.01994,34200.57949,33781.51408,29013.37904,28990.70722,29295.38907,34248.63776,29352.23921,34704.24382,33606.47425,29201.18098,33764.24758,,35063.75745,33806.61032,52872.55072,34189.19345,35022.76656,34151.69787,28796.0002,0.003540569,34142.26114,53175.32222,34625.23724,32464.58784,29046.0988,,41227.84035,40184.08331,22804.40719,22866.37555,16455.0426,41048.11958,16443.10378,20528.30076,19033.6067,18904.17012,16752.65444,16665.55068,,16224.10502,16605.92641,16776.98408,,16045.6209,,41134.3619,,17842.46483,21998.90464,17588.17909,21908.3641,,20765.9758,20851.59858,20671.05996,0.011921973,2.17067E-05,0.000634889,22154.47729,22190.92071,10.30530216,20736.5722,13418.43387,11551.53278,,,5269.409702,3410.272644,2984.914525,2457.164211,1681.469916,1301.750888,0.05464952,0.014849158,0.015216156,0.015159849,0.015323613,0.014453333,0.04545724,0.003376078,,0.014654462,0.029411158,0.020694018,0.026902784,0.013371953,0.001877213,0.003429398,0.004180104,0.001619624,0.002255416,0.000571276,8.78044E-05
8/15/20 19:00,52455.41326,53310.07378,51548.0712,52145.04775,40870.38359,40968.3668,39944.55679,40501.84508,52370.15961,47149.8568,40925.16284,40242.09017,,52484.42809,40942.66394,41186.0692,40770.20883,41173.33624,40837.58367,,40832.19823,40288.48867,33913.09715,40500.92058,34209.13868,51892.61963,40177.64395,51946.57398,40682.24524,34343.98829,33633.46417,40409.68167,34079.29029,28788.42358,29164.71026,29197.8118,33927.88334,33401.92878,29060.12255,28876.58375,29421.63447,34028.2147,29172.24421,34362.97995,33475.83514,28890.41575,33514.76212,,34136.82352,33295.08671,51897.13299,33680.96899,34196.52554,34077.78833,28886.16384,0.00168208,33844.90597,52564.50546,34026.26569,32429.50872,29080.10077,,41121.54111,39905.92661,22718.04272,22847.58697,16195.90674,40196.66625,16339.60756,20384.02458,18908.73019,18997.29571,16430.87079,16509.74129,,16211.20592,16371.81225,16582.30381,,16350.52464,,40981.95209,,17682.03113,21999.53932,17617.63892,22134.16602,,20778.27825,20757.78215,20301.15973,0.000890916,4.54356E-05,8.35911E-05,22124.83927,22301.84102,8.831615813,20656.84189,13051.78401,11372.84338,,,5267.399953,3262.689596,2988.014645,2374.755531,1632.220833,1265.239747,0.03773258,0.012168089,0.01184896,0.011934942,0.011858289,0.012311713,0.033034771,0.00288224,,0.012388369,0.031527738,0.022879929,0.016936998,0.010174682,0.001341351,0.00283322,0.011941318,0.00147326,0.001839647,0.000655442,2.95889E-05
8/15/20 20:00,52413.22888,52902.46915,51593.8717,51530.98225,41052.38487,40868.19959,40324.00718,40671.77744,52342.99401,47213.78908,41145.85145,40732.10807,47530.4255,51942.62682,41154.40267,41507.47521,41193.97433,41069.69006,41239.37788,,41536.87396,39738.68225,33924.2568,40091.19299,33957.20654,51544.25789,40230.50386,51882.8832,40088.00762,34082.88726,33494.00892,41256.29665,34135.80755,28735.54507,28955.21159,28822.01378,34368.61111,33907.2277,28988.49203,28874.63724,29014.8469,34029.18743,28951.37641,33892.40706,33982.67331,28887.69327,34065.49629,,34131.05935,33587.77888,51647.40364,33723.01943,34238.40295,34016.2687,28861.20969,0.006145831,34188.50322,52137.33357,34490.2537,32488.56728,28810.54131,,40930.0877,40038.48153,22590.7759,22877.72989,16591.30639,40192.75449,16663.49908,20346.05359,19017.70488,18816.61748,16646.58785,16598.37379,,16486.06949,16424.40967,16443.7542,,16225.67292,,40493.6714,,17658.68432,22052.07503,17663.86539,22069.30141,,20640.60757,20779.53078,20267.95293,3.22844E-05,2.17067E-05,9.73867E-05,21937.28684,22396.87095,9.482591047,20592.47288,13706.37002,11863.09873,,,5416.970439,3374.833827,2852.582879,2388.460947,1632.453673,1261.517753,0.030697587,0.008565533,0.00879028,0.008938942,0.008606004,0.008893307,0.030902902,0.004412991,,0.008406298,0.027663271,0.010456371,0.011393598,0.007897762,0.002121549,0.002836591,0.002551218,0.00243412,0.001133769,0.000651584,0.000234142
8/15/20 21:00,52378.56814,52908.56839,52140.77913,51957.09457,41795.71202,41258.57777,40630.18066,40967.00326,52487.67333,,41785.60051,41446.28022,47339.53622,52181.63455,41891.19298,42294.92151,41600.52195,41862.0181,41487.40577,,42344.58556,39864.48131,33899.49222,39950.74674,33713.49631,51558.2263,40262.5909,52412.39529,40349.78896,34276.56939,33759.96003,41768.20297,34041.75158,28623.55895,28556.39714,28471.08038,34830.91126,34437.27022,28701.61385,28569.70974,28888.98472,34677.62658,28752.05948,33989.82667,34458.76822,28447.6545,34551.6132,,33988.60796,34286.92623,51872.54775,34536.74206,34250.96886,34678.1506,28503.21842,0.002835769,34715.28061,52139.56016,35147.92849,33146.08253,28373.48897,,41221.96792,40557.76932,22547.62339,22853.0928,16616.86928,40181.60904,16839.59362,20497.60073,19009.18105,18665.77007,16787.85677,16834.6959,,16809.13227,16808.57516,16899.67966,,16570.84239,,40418.25108,,17658.10118,21955.15464,17640.15042,21747.08565,,20505.80658,21125.68089,20507.85603,9.50756E-05,0.034176091,5.53244E-05,21884.65951,22357.26387,5.209062749,20589.14717,14593.18053,12452.08088,,,5855.79421,3664.506376,3013.008769,2447.981601,1715.443098,1302.698633,0.021715262,0.006033569,0.005858678,0.006002467,0.005696013,0.009351476,0.019736682,0.002657544,,0.006019327,0.015619029,0.007995958,0.009144193,0.008392967,0.006530691,0.005091087,0.002005811,0.000884613,0.000602229,0.000331949,0.000151709
8/15/20 22:00,53401.33101,53302.89337,52929.23525,52346.57614,42245.9524,41739.28182,41128.93389,41922.40493,53064.33877,48262.57455,42234.83136,41620.73132,47577.92793,53433.37305,41997.97931,42974.57873,40910.65217,42623.17297,42365.27018,,41767.26693,,33595.36912,39300.14198,33444.37809,52245.45039,40052.26101,52818.73153,39998.24791,33740.81403,33312.81295,41428.7373,33545.8539,27721.08313,27823.88485,27846.39967,35178.01111,34876.92911,27883.91827,27829.74293,28169.98849,34929.68398,28054.60579,33581.90601,34691.78031,27757.62621,34946.05656,,33466.76394,34649.88156,52538.34107,34920.47793,33619.32219,35230.78438,27903.17657,0.000699182,35260.74554,52584.14585,35274.7186,32711.87137,27549.95732,,42164.84677,40937.46941,22694.56106,22871.54122,16954.7135,39870.47072,17252.15627,20462.75604,18956.63061,18839.35766,17202.27497,17017.89335,,17016.27619,17277.13947,17102.83275,,16902.99003,,39270.88886,,17824.45101,21748.88254,17578.45178,21423.36803,,20402.3422,21405.14862,20485.15226,9.05867E-05,2.17067E-05,5.20356E-05,22024.95495,22086.12023,0.268599364,20412.64989,15384.46728,13506.78188,,,5958.623407,3967.857144,3315.893782,2511.036734,1725.0804,1399.875198,0.021734618,0.004525538,0.004256538,0.004817647,0.004521169,0.004566569,0.022671229,0.001326127,,0.004256536,0.011073896,0.011659682,0.009992684,0.003988373,0.009684687,0.009962213,0.002250902,0.001112504,0.000238376,7.81044E-05,0.000238649
8/15/20 23:00,52595.19358,52415.90012,52225.66645,51718.39882,40387.07048,40006.13084,39870.40535,40402.24968,52339.66189,46027.55616,40678.86788,40070.78289,45073.69604,52251.54275,40424.05522,41037.12695,38984.38831,41135.77491,40876.09571,,39591.24987,37214.58406,31140.99644,37258.65168,31581.11757,51380.70252,37634.71553,51949.06195,37665.22674,31694.10781,31168.97983,39338.96168,31482.61755,25424.20437,24964.97881,25217.79457,32872.34119,32205.41154,25217.2085,25241.03514,25338.98959,32582.02259,25452.33168,31396.87239,32308.35167,24939.28926,32535.88046,,31426.09981,32355.17373,52149.10644,32288.38634,31582.8988,32534.73368,25291.16148,0.000460338,32562.82786,51988.86189,32906.48735,31288.32755,25098.0502,,40447.80275,39306.1744,21850.81105,21964.77889,16370.08206,37522.11056,16480.32013,18671.41624,18213.37196,18156.85808,16469.37802,16571.22397,,16740.1139,17143.928,16689.61339,,16488.23204,,37125.77978,,16938.89805,19973.65682,17003.33587,19928.10658,,19152.72918,20452.92164,19505.59332,6.15111E-05,3.79111E-05,5.08178E-05,20884.33701,20942.92519,8.826267118,19029.81714,15713.91442,13367.11564,,,5075.493923,3829.983706,3311.103141,2591.199506,1627.699362,1457.286191,0.012110204,0.008315442,0.008563033,0.008324598,0.008725651,0.008134371,0.017535253,0.000968651,,0.007939544,0.016846144,0.005265909,0.006028151,0.003119156,0.013611002,0.014270316,0.001464511,0.000386371,4.17556E-05,0.000126164,0
